"source_id","source_type","title","url_or_path","chapter_section","coverage","notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","The Unthinkable Happens","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","The WTI Delivery Mechanism","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","Cushing: The Pipeline Crossroads With a Ceiling","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","The Pandemic Demand Shock","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","USO and the Crowded Front Month","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","A Small Rule Change at the Clearing House","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","TAS and the Afternoon of April 20","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","Aftermath, Lawsuits, and Reforms","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","Negative Prices Elsewhere: Power Markets","processed","Major section summarized in structured notes"
"S1","web page","When Oil Went Negative","https://oil101.morgandowney.com/chapters/negative-prices","What Negative Prices Taught the Market","processed","Major section summarized in structured notes"
"S2","web table of contents","Oil 101 Table of Contents","https://oil101.morgandowney.com/chapters","book navigation","processed","Used for chapter sequence and directory placement"
